wafer_id,lot_id,process_stage,temperature_C,pressure_mbar,defect_count,equipment_log,defect_type,hour,exposure_time_ms
WFR-02438,LOT-1,Etching,184.44072481843645,3.1255637799394336,1,EQ-PHOTO-09:2025-03-23T13:03:55.165797 - 83,Overetch,17,194.3109752211374
WFR-02439,LOT-2,Lithography,139.24290991860315,3.019940170814854,1,EQ-ETCH-06:2025-01-08T19:59:19.302170 - 53,,14,184.03176480385795
WFR-02440,LOT-4,Deposition,152.5523843619228,2.82861390512029,1,EQ-PHOTO-05:2025-02-06T12:37:45.734070 - 61,,15,190.92155447338283
WFR-02441,LOT-4,Deposition,191.18683813409075,2.043324273326572,2,EQ-PHOTO-03:2025-01-18T20:27:34.737507 - 62,,16,133.24619889001116
WFR-02442,LOT-2,Implantation,167.44147301375858,3.1925028393145505,0,EQ-PHOTO-09:2025-04-08T03:25:07.952830 - 65,,6,144.55534770270748
WFR-02443,LOT-1,Etching,174.82406136395002,3.113199201142977,3,EQ-ETCH-08:2025-03-29T06:30:32.760895 - 62,Overetch,18,126.19869794853766
WFR-02444,LOT-3,Lithography,181.03683169137173,3.022909630332786,6,EQ-PHOTO-03:2025-03-26T10:42:34.883310 - 43,,18,199.03498822374004
WFR-02445,LOT-2,Implantation,130.72660843916603,2.615967076965432,1,EQ-ETCH-07:2025-01-29T14:30:29.466693 - 26,,19,88.6531688460602
WFR-02446,LOT-2,Etching,197.6750070471237,2.653922346554718,2,EQ-ETCH-04:2025-01-04T16:43:37.967645 - 65,Overetch,8,149.613158862199
WFR-02447,LOT-4,Lithography,157.11221899047086,3.261559198983082,0,EQ-ETCH-06:2025-04-03T11:31:36.915107 - 49,,12,137.7901870258558
WFR-02448,LOT-3,Etching,200.0,2.6162764370315217,6,EQ-ETCH-02:2025-01-20T09:13:46.127532 - 18,Overetch,15,186.41640537012813
WFR-02449,LOT-2,Deposition,139.5572846956632,3.5314468842664164,0,EQ-ETCH-06:2025-03-23T11:18:54.260222 - 55,,9,122.1652028607449
WFR-02450,LOT-3,Etching,200.0,3.799763156205743,1,EQ-ETCH-03:2025-02-22T22:31:50.222364 - 32,Overetch,14,166.58791021273925
WFR-02451,LOT-3,Etching,107.73102798830726,3.559441535768028,3,EQ-ETCH-06:2025-03-12T21:21:30.076336 - 12,,18,103.43598741216493
WFR-02452,LOT-1,Etching,148.7232363175019,3.047638584295304,1,EQ-PHOTO-04:2025-02-15T11:31:54.184114 - 67,Particle,6,87.39421480805339
WFR-02453,LOT-3,Etching,168.17795893709922,,1,EQ-PHOTO-08:2025-01-17T08:08:55.366650 - 82,,10,143.75765155148184
WFR-02454,LOT-1,Etching,179.70459638260675,3.0491741443959244,4,EQ-ETCH-07:2025-03-30T01:38:23.217274 - 77,Overetch,10,146.30751079252428
WFR-02455,LOT-2,Deposition,108.13427392024596,3.3397139097745647,1,EQ-PHOTO-07:2025-04-04T07:44:40.458631 - 60,,13,169.16531592228625
WFR-02456,LOT-2,Deposition,125.08607554099234,3.727458843521704,2,EQ-ETCH-02:2025-04-11T05:40:31.986781 - 17,,14,108.48856377114514
WFR-02457,LOT-1,Deposition,128.32778556006394,3.276604758596492,1,EQ-ETCH-08:2025-03-16T13:05:44.723192 - 46,,11,169.08174192753123
WFR-02458,LOT-4,Deposition,131.28679081662926,2.1504888047898976,0,EQ-ETCH-02:2025-01-15T07:23:49.300305 - 41,,8,82.41866896474508
WFR-02459,LOT-3,Etching,137.4854363797679,2.536208192556884,0,EQ-PHOTO-09:2025-03-05T01:17:57.279451 - 93,,8,118.28315155565852
WFR-02460,LOT-4,Etching,164.94190579110997,2.924380920740908,0,EQ-PHOTO-02:2025-03-24T20:06:58.692714 - 37,,12,89.95231841357783
WFR-02461,LOT-3,Deposition,179.52503696990166,3.4930757431131565,2,EQ-ETCH-03:2025-02-19T03:17:40.125899 - 79,,12,116.96643180329585
WFR-02462,LOT-4,Implantation,142.4944554612466,4.145817184660846,1,EQ-PHOTO-05:2025-03-04T07:42:43.833477 - 83,,14,113.13719367868237
WFR-02463,LOT-2,Implantation,180.9161583213298,3.036083453345244,3,EQ-PHOTO-07:2025-02-15T03:33:40.453453 - 76,,17,50.01538444154643
WFR-02464,LOT-1,Etching,162.54565265342666,3.3340189419556725,3,EQ-PHOTO-04:2025-02-07T19:24:26.389287 - 38,Particle,7,109.14280875603828
WFR-02465,LOT-2,Lithography,145.7165735828317,2.22618980619758,2,EQ-ETCH-05:2025-03-07T13:32:02.461119 - 15,,19,119.55125651143328
WFR-02466,LOT-2,Etching,191.3559053047541,2.648229302245596,4,EQ-PHOTO-05:2025-01-13T01:45:13.859591 - 54,Overetch,16,176.89143572548141
WFR-02467,LOT-4,Deposition,146.87754371106075,3.177731051183925,2,EQ-ETCH-08:2025-02-05T11:07:06.781704 - 54,,12,183.7131980551992
WFR-02468,LOT-3,Implantation,134.35916869147178,1.9737988659802053,1,EQ-ETCH-03:2025-01-23T22:10:20.140058 - 10,,18,135.1811154373913
WFR-02469,LOT-1,Deposition,176.52180042864674,3.1231513367345123,6,EQ-PHOTO-03:2025-03-19T20:04:59.068156 - 56,,18,66.36466347628065
WFR-02470,LOT-3,Implantation,149.234045400444,2.8105804021315945,0,EQ-PHOTO-02:2025-01-28T16:21:56.822001 - 29,,9,175.04080927477423
WFR-02471,LOT-3,Etching,200.0,3.022695942512093,4,EQ-ETCH-03:2025-04-02T08:21:24.156898 - 24,Overetch,14,50.58699167596905
WFR-02472,LOT-3,Etching,149.3532679037304,2.642530971457942,1,EQ-PHOTO-01:2025-02-24T12:12:19.405042 - 12,,9,169.7676233812645
WFR-02473,LOT-1,Etching,120.0575120522824,3.261616072505629,1,EQ-PHOTO-04:2025-02-16T07:39:57.954426 - 52,,14,157.20392915006926
WFR-02474,LOT-2,Etching,136.9167951653351,3.52920636914615,2,EQ-ETCH-04:2025-02-07T10:22:00.354489 - 24,,18,132.96606299399855
WFR-02475,LOT-4,Deposition,136.58589988514726,3.372839356750933,1,EQ-ETCH-05:2025-01-08T15:57:01.964829 - 40,,11,147.29017429569103
WFR-02476,LOT-1,Etching,157.13055537078685,3.357670986846304,1,EQ-ETCH-03:2025-02-07T03:19:35.441971 - 54,Particle,12,176.33475754590054
WFR-02477,LOT-4,Etch,134.11469400476932,3.2845712899785484,0,EQ-ETCH-09:2025-03-04T01:51:21.963630 - 77,,9,198.8187603170015
WFR-02478,LOT-4,Etching,122.41185634674493,,0,EQ-PHOTO-09:2025-03-08T18:46:38.356560 - 97,,11,94.82602413062622
WFR-02479,LOT-4,Deposition,143.54112234510794,2.781014074432226,2,EQ-PHOTO-07:2025-03-06T04:28:03.478614 - 69,,12,125.36690114475978
WFR-02480,LOT-4,Etching,162.74427135916508,3.461940503941003,2,EQ-ETCH-02:2025-02-27T01:40:33.462534 - 32,,8,195.0722678528274
WFR-02481,LOT-2,Implantation,158.23400074893814,2.557635099430837,0,EQ-PHOTO-07:2025-02-17T16:42:31.119527 - 14,,6,171.95493641624796
WFR-02482,LOT-3,Etching,159.49545232000554,3.250378479461293,2,EQ-PHOTO-07:2025-02-14T18:25:55.224749 - 61,Particle,6,143.11494116093678
WFR-02483,LOT-1,Etching,200.0,3.2370443964225464,3,EQ-PHOTO-05:2025-03-08T12:14:33.701400 - 92,Overetch,8,143.79670519974155
WFR-02484,LOT-2,Implantation,151.2283652747184,2.475036196281402,0,EQ-ETCH-05:2025-01-14T12:52:58.208576 - 44,,12,91.59219089202104
WFR-02485,LOT-4,Etching,100.0,2.5279453088278934,4,EQ-ETCH-05:2025-02-03T02:02:50.398292 - 81,Particle,18,73.93648664120633
WFR-02486,LOT-1,Etching,167.51556046397758,3.255171189261553,3,EQ-PHOTO-09:2025-02-26T00:02:12.408446 - 79,Particle,15,98.45209400190923
WFR-02487,LOT-3,Implantation,150.14804077530025,3.1054426589235216,1,EQ-PHOTO-06:2025-01-03T02:36:57.523334 - 36,,10,59.67268839314852
WFR-02488,LOT-4,Lithography,164.70477098829113,3.179679069142628,2,EQ-PHOTO-08:2025-02-21T13:58:59.234570 - 35,,8,124.29085057655814
WFR-02489,LOT-1,Deposition,127.6123911604594,2.892439818812275,0,EQ-PHOTO-05:2025-03-01T17:05:57.928082 - 57,,8,105.35938761595969
WFR-02490,LOT-3,Deposition,171.22897333344685,3.766136370150329,2,EQ-ETCH-09:2025-02-15T21:08:44.927224 - 86,,14,168.26018464000816
WFR-02491,LOT-3,Lithography,155.33849140598682,,2,EQ-PHOTO-09:2025-01-26T10:49:42.212663 - 69,,17,112.54248724386036
WFR-02492,LOT-1,Deposition,152.71206456777014,3.672349765736816,1,EQ-ETCH-09:2025-01-13T07:56:55.539928 - 41,,10,136.23778763639564
WFR-02493,LOT-3,Implantation,168.76943158587147,2.8682985154381204,3,EQ-PHOTO-09:2025-03-11T03:03:17.869087 - 94,,14,50.51408335222497
WFR-02494,LOT-2,Deposition,173.191377538594,3.499333149524633,2,EQ-PHOTO-05:2025-03-14T14:57:28.950402 - 73,,15,98.21389138867917
WFR-02495,LOT-4,Etching,191.86130545956567,2.8423425991250166,4,EQ-PHOTO-03:2025-01-13T07:22:27.910548 - 60,Overetch,16,86.97241362663692
WFR-02496,LOT-1,Deposition,103.09108808684536,2.835403267451393,1,EQ-PHOTO-01:2025-02-12T04:14:41.732098 - 80,,13,126.55489671412022
WFR-02497,LOT-4,Lithography,121.55077185356524,2.388549025157188,1,EQ-ETCH-01:2025-02-15T11:15:41.369651 - 23,,6,177.9174376400057
WFR-02498,LOT-3,Implantation,141.20445051245915,3.227444921684885,0,EQ-PHOTO-06:2025-02-26T06:14:57.904977 - 18,,11,128.808241621429
WFR-02499,LOT-4,Lithography,126.22314166472331,2.48816260728828,2,EQ-ETCH-05:2025-01-01T18:49:54.591657 - 98,,11,164.79972640762207
WFR-02500,LOT-1,Implantation,136.0937748886985,2.691680678760937,0,EQ-PHOTO-03:2025-03-02T11:52:10.469705 - 98,,10,70.89772792795185
WFR-02501,LOT-1,Deposition,148.9755511639013,2.323131825069082,0,EQ-PHOTO-04:2025-03-05T17:06:38.473318 - 25,,9,126.125648857557
WFR-02502,LOT-2,Deposition,140.5998879021149,2.051651318545685,1,EQ-ETCH-03:2025-01-21T04:43:39.787491 - 18,,8,178.90783031308283
WFR-02503,LOT-2,Implantation,149.51850032837146,2.958553078186465,0,EQ-ETCH-07:2025-01-01T18:06:49.013241 - 69,,9,190.71808213197372
WFR-02504,LOT-1,Implantation,177.19420119989394,2.643110617435295,5,EQ-ETCH-01:2025-03-16T20:51:03.219367 - 98,,19,93.73314070137504
WFR-02505,LOT-2,Implantation,185.61429735578653,3.165156634996482,3,EQ-PHOTO-05:2025-04-06T14:42:14.001900 - 39,,18,128.02322931065947
WFR-02506,LOT-1,Lithography,157.46615983409367,2.97432541716293,1,EQ-PHOTO-06:2025-03-17T18:27:40.317321 - 51,,11,199.67096727473054
WFR-02507,LOT-2,Etching,200.0,3.52258653532853,2,EQ-PHOTO-02:2025-02-25T13:08:11.772919 - 24,Overetch,16,101.94148789337595
WFR-02508,LOT-2,Deposition,142.02228115316345,3.963170271160813,2,EQ-PHOTO-07:2025-01-21T20:52:16.856940 - 66,,9,93.23642296739956
WFR-02509,LOT-3,Implantation,137.50435832934875,3.5742454296484203,1,EQ-PHOTO-07:2025-03-08T03:57:22.619936 - 37,,19,176.99530462422348
WFR-02510,LOT-3,Etching,157.7474767616036,3.0150199617595885,2,EQ-ETCH-07:2025-02-06T11:33:05.852685 - 31,Particle,19,174.4646364826477
WFR-02511,LOT-4,Etching,150.62778526594724,,1,EQ-ETCH-08:2025-02-02T02:29:14.228684 - 79,,8,100.38552073105024
WFR-02512,LOT-4,Lithography,163.5131870459796,,1,EQ-PHOTO-05:2025-03-17T23:42:09.442916 - 86,,11,86.60365529885698
WFR-02513,LOT-4,Deposition,150.28897020942873,2.7484209149922343,1,EQ-ETCH-06:2025-01-20T18:16:51.789330 - 84,,15,147.50359970931984
WFR-02514,LOT-4,Implantation,180.1847417940266,3.44753325704135,2,EQ-ETCH-09:2025-01-28T01:17:09.921575 - 72,,8,199.57663781890156
WFR-02515,LOT-2,Deposition,152.3917068531514,3.653186004253601,2,EQ-PHOTO-01:2025-03-16T10:07:53.829704 - 79,,19,127.65999338500862
WFR-02516,LOT-3,Lithography,135.85920997514046,3.0411789334679056,3,EQ-PHOTO-01:2025-02-22T07:52:36.597337 - 66,,19,178.40156290000763
WFR-02517,LOT-2,Lithography,140.5422991904197,3.234335809364355,1,EQ-PHOTO-09:2025-03-03T06:53:48.302265 - 97,,8,124.53904785741389
WFR-02518,LOT-3,Etching,142.1780689208052,4.022895551452823,2,EQ-ETCH-09:2025-03-30T17:22:21.179513 - 86,,8,92.13592419894897
WFR-02519,LOT-1,Etching,181.93291292129004,2.687484434506301,3,EQ-ETCH-08:2025-02-14T16:44:29.291130 - 40,Overetch,8,86.04342262821385
WFR-02520,LOT-4,Deposition,147.89693505409335,2.865418136124158,1,EQ-PHOTO-05:2025-02-23T08:21:09.605557 - 22,,11,94.90809816842633
WFR-02521,LOT-2,Etching,163.54812164978736,3.2779869040875607,1,EQ-PHOTO-03:2025-01-16T00:42:03.858391 - 86,,7,168.60012255369762
WFR-02522,LOT-2,Etching,172.55280062424686,2.556966329249864,6,EQ-PHOTO-01:2025-04-04T06:02:00.059602 - 29,Overetch,15,109.90133348989008
WFR-02523,LOT-1,Etching,176.17531572142576,2.963217965470119,4,EQ-ETCH-01:2025-03-09T08:23:05.123072 - 96,Overetch,16,128.44859895507153
WFR-02524,LOT-2,Deposition,171.1578841129185,2.3905766520612586,0,EQ-PHOTO-01:2025-01-29T06:39:29.308575 - 66,,8,72.66224405230143
WFR-02525,LOT-1,Deposition,156.71917525801135,2.0535125009854958,1,EQ-ETCH-09:2025-03-28T14:34:32.836788 - 60,,18,142.2235755276627
WFR-02526,LOT-2,Deposition,130.8125825091,3.120169895654488,0,EQ-ETCH-01:2025-03-06T09:37:35.999110 - 68,,10,149.718425589378
WFR-02527,LOT-3,Lithography,140.27374923808847,2.333373030875138,0,EQ-PHOTO-09:2025-01-24T17:19:52.631926 - 53,,10,151.11448017301916
WFR-02528,LOT-1,Deposition,140.25374176731958,2.539207826585386,0,EQ-PHOTO-05:2025-03-05T04:33:15.228622 - 79,,8,60.4407122908744
WFR-02529,LOT-2,Implantation,135.44437234957522,3.511926341718584,0,EQ-ETCH-01:2025-01-11T08:52:44.741441 - 17,,10,163.6730818895091
WFR-02530,LOT-4,Lithography,170.75874229591182,3.084891550496635,2,EQ-ETCH-01:2025-01-22T17:29:37.106387 - 54,,6,102.60839525269081
WFR-02531,LOT-1,Lithography,147.03141162613798,2.981517645840046,1,EQ-ETCH-08:2025-02-20T23:16:43.681490 - 71,,11,179.71630521479648
WFR-02532,LOT-1,Implantation,153.56998401703615,2.8139206349829267,2,EQ-ETCH-06:2025-01-24T19:00:07.574452 - 67,,15,180.43300756810228
WFR-02533,LOT-4,Deposition,156.68470974553634,3.769354332377056,2,EQ-ETCH-02:2025-03-05T15:15:25.303556 - 35,,17,166.20384776988138
WFR-02534,LOT-1,Implantation,154.18179888656883,4.119224229876617,1,EQ-ETCH-04:2025-01-01T08:52:17.336033 - 87,,8,70.84224356759648
WFR-02535,LOT-2,Etching,169.29993590054465,3.303262476392075,1,EQ-ETCH-05:2025-02-04T22:08:26.979251 - 44,,13,171.74462016526638
WFR-02536,LOT-4,Implantation,198.15985109889544,1.683725510285114,4,EQ-ETCH-02:2025-01-06T18:16:48.059746 - 46,,15,168.1353712831561
WFR-02537,LOT-3,Implantation,163.52821049552287,,0,EQ-PHOTO-06:2025-01-04T07:21:06.133798 - 81,,7,173.5321745065039
WFR-02538,LOT-3,Deposition,131.5870317948975,2.4717341299120434,1,EQ-ETCH-02:2025-03-15T03:33:30.277565 - 25,,17,53.602257548284896
WFR-02539,LOT-2,Etching,169.49189503227936,2.775538896308137,3,EQ-PHOTO-09:2025-02-06T13:52:51.541111 - 35,,17,161.17579376346876
WFR-02540,LOT-1,Etching,163.17220577550287,3.240539760014012,2,EQ-ETCH-01:2025-03-24T01:24:12.365127 - 95,Particle,19,141.46119414622453
WFR-02541,LOT-3,Lithography,122.22226188177493,,0,EQ-PHOTO-02:2025-04-05T17:20:07.061263 - 37,,6,196.61370668879155
WFR-02542,LOT-4,Deposition,102.31686131720303,2.3148446249910126,2,EQ-ETCH-07:2025-02-15T08:44:29.889514 - 89,,14,124.74349887055533
WFR-02543,LOT-4,Deposition,152.8341262926146,2.653882615835581,0,EQ-PHOTO-01:2025-03-18T16:30:32.858784 - 80,,6,134.8016319435164
WFR-02544,LOT-2,Etching,151.59945281017843,3.574064922586637,1,EQ-PHOTO-08:2025-01-31T07:30:20.630953 - 75,,19,50.57929211279472
WFR-02545,LOT-4,Etching,125.53270144629828,3.794675282971934,2,EQ-PHOTO-02:2025-02-02T09:37:45.015523 - 83,Particle,17,178.0598609861277
WFR-02546,LOT-4,Implantation,139.1826078919656,3.682497753756619,1,EQ-PHOTO-06:2025-03-04T21:04:32.832797 - 77,,18,105.83124008809718
WFR-02547,LOT-4,Lithography,144.81345709734012,2.324482864336729,3,EQ-ETCH-05:2025-01-08T04:03:31.272290 - 15,,11,117.15911500606643
WFR-02548,LOT-4,Etching,142.51263872649417,2.82406752321005,1,EQ-PHOTO-09:2025-04-01T05:28:58.416305 - 51,Particle,8,167.7026090103339
WFR-02549,LOT-3,Deposition,155.43349699277022,2.6362113080382703,1,EQ-ETCH-06:2025-02-20T20:02:33.911472 - 52,,15,58.37426322516685
WFR-02550,LOT-4,Deposition,153.5088365838604,3.333325437307682,1,EQ-PHOTO-03:2025-01-06T15:43:33.497349 - 43,,14,87.09698373095557
WFR-02551,LOT-3,Etching,183.96230325212088,2.852800368990541,3,EQ-ETCH-01:2025-03-27T02:10:55.217354 - 14,Overetch,18,135.64084954434173
WFR-02552,LOT-1,Implantation,173.1425958011976,2.492884306052342,2,EQ-PHOTO-08:2025-03-10T07:35:32.460446 - 91,,10,153.86704128037016
WFR-02553,LOT-4,Etching,179.32555069037767,3.7396750866363897,4,EQ-ETCH-06:2025-02-27T05:45:56.527829 - 80,Overetch,19,105.98917696142374
WFR-02554,LOT-1,Etching,139.54018066908338,2.7109137159284225,2,EQ-PHOTO-06:2025-04-01T19:22:00.034436 - 19,Particle,17,137.99264600863336
WFR-02555,LOT-1,Implantation,153.3668082893399,3.5055628311888425,0,EQ-ETCH-05:2025-03-16T23:49:53.886302 - 15,,11,136.67796321324033
WFR-02556,LOT-1,Implantation,117.89776877771686,,1,EQ-PHOTO-08:2025-02-16T13:44:33.616244 - 16,,7,130.46868891331235
WFR-02557,LOT-4,Deposition,140.50064207564245,3.3936128394416047,0,EQ-PHOTO-01:2025-02-18T04:20:03.100038 - 53,,12,190.07179040781514
WFR-02558,LOT-3,Deposition,100.0,2.838241229625873,0,EQ-PHOTO-02:2025-03-14T21:57:49.575192 - 95,,10,168.4007141766432
WFR-02559,LOT-3,Etching,149.4204220220457,2.4801883324984977,2,EQ-ETCH-01:2025-02-28T18:45:22.496947 - 66,Particle,16,116.12898397758077
WFR-02560,LOT-3,Lithography,139.29307860083688,3.5758269637526348,2,EQ-ETCH-01:2025-03-22T04:47:19.233150 - 85,,19,100.43540167282896
WFR-02561,LOT-3,Implantation,163.82142948876228,2.646255911309564,0,EQ-PHOTO-04:2025-03-11T06:33:24.036060 - 40,,12,166.80387431973
WFR-02562,LOT-3,Deposition,130.65613734126532,3.0547833602228844,1,EQ-ETCH-03:2025-01-05T16:54:22.134745 - 70,,6,55.76364228930852
WFR-02563,LOT-1,Deposition,153.4192164643027,2.3503456609422337,1,EQ-PHOTO-02:2025-03-11T20:03:52.900534 - 60,,14,188.73034862266638
WFR-02564,LOT-2,Implantation,142.43145248530257,2.310941302623655,0,EQ-PHOTO-07:2025-02-20T00:58:29.244041 - 94,,9,168.499317141511
WFR-02565,LOT-4,Lithography,141.4982712746043,3.7692174157202127,1,EQ-ETCH-05:2025-01-22T12:04:38.543775 - 55,,19,115.20188539334521
WFR-02566,LOT-3,Implantation,134.6234586921546,3.0698943773419014,2,EQ-PHOTO-08:2025-03-27T02:54:40.093505 - 60,,18,110.35558849296464
WFR-02567,LOT-2,Etch,156.0057163283485,2.947112405055841,0,EQ-ETCH-07:2025-03-20T02:47:07.692888 - 67,,8,166.63607974816193
WFR-02568,LOT-2,Etching,155.1694194323055,2.788673272280137,1,EQ-PHOTO-07:2025-03-26T19:35:58.339638 - 41,,12,85.98676092885388
WFR-02569,LOT-2,Deposition,130.85089124012114,2.6109864787892283,1,EQ-ETCH-08:2025-04-05T04:39:59.865011 - 77,,18,187.65891320280954
WFR-02570,LOT-3,Deposition,152.63729875661494,,1,EQ-ETCH-07:2025-03-26T11:58:28.284106 - 78,,9,106.19562208959198
WFR-02571,LOT-1,Etching,169.1905140494045,3.710201214165376,1,EQ-PHOTO-02:2025-04-06T09:01:06.382210 - 84,,13,76.4923626844497
WFR-02572,LOT-4,Etching,200.0,3.4087645824307238,1,EQ-ETCH-04:2025-04-07T12:28:43.818383 - 12,Overetch,17,53.39278565870323
WFR-02573,LOT-1,Deposition,138.37680469369525,,2,EQ-PHOTO-02:2025-01-18T21:03:29.015309 - 97,,14,103.3186508897456
WFR-02574,LOT-1,Implantation,142.24647317708357,2.843064842560271,1,EQ-PHOTO-08:2025-01-07T04:23:39.236655 - 18,,17,56.28721569021897
WFR-02575,LOT-2,Deposition,124.17600933657933,3.317502238272084,2,EQ-ETCH-08:2025-02-06T01:12:22.410941 - 98,,14,115.1556841186788
WFR-02576,LOT-4,Lithography,141.04967639046086,3.974481287592948,1,EQ-ETCH-04:2025-02-15T20:14:12.247107 - 37,,7,109.31514247601206
WFR-02577,LOT-1,Deposition,128.79220365230424,2.8670324391256363,1,EQ-PHOTO-04:2025-01-19T15:05:08.386290 - 49,,14,139.1631227483
WFR-02578,LOT-3,Implantation,172.08087872097093,3.1795606066989075,2,EQ-ETCH-08:2025-01-09T17:53:05.658159 - 14,,17,66.01012113086593
WFR-02579,LOT-1,Deposition,160.2839211644373,3.680119649901589,1,EQ-PHOTO-06:2025-01-31T05:41:28.271140 - 52,,11,67.21170314437387
WFR-02580,LOT-3,Lithography,128.4650427176037,3.9751379851173936,2,EQ-ETCH-03:2025-03-22T07:15:15.914841 - 79,,17,196.82518341271714
WFR-02581,LOT-2,Deposition,130.45844129430307,3.0699109442870838,0,EQ-ETCH-09:2025-01-12T06:55:38.551157 - 65,,9,117.53776091804149
WFR-02582,LOT-2,Etching,143.43525968351886,3.4241079010892155,2,EQ-ETCH-06:2025-01-10T20:00:47.567534 - 37,Particle,18,146.6202872716459
WFR-02583,LOT-4,Lithography,175.96577606852574,2.87291874248839,3,EQ-PHOTO-04:2025-03-21T14:56:56.897505 - 46,,19,164.0564891493956
WFR-02584,LOT-2,Deposition,137.79606620656455,3.162207633143618,0,EQ-PHOTO-07:2025-02-06T06:34:10.567984 - 50,,6,155.3294495655441
WFR-02585,LOT-3,Deposition,146.4951572711027,2.87843808969088,3,EQ-ETCH-05:2025-04-01T23:13:26.634538 - 97,,8,90.52364008897024
WFR-02586,LOT-2,Implantation,180.66489102564208,3.587464571682533,1,EQ-PHOTO-06:2025-01-23T16:41:58.389210 - 10,,15,94.60851090600556
WFR-02587,LOT-3,Implantation,158.30744325828928,3.838178209461947,1,EQ-PHOTO-05:2025-03-17T17:00:16.568218 - 76,,13,123.72140754624878
WFR-02588,LOT-1,Deposition,121.04197380783462,2.396841229604361,1,EQ-ETCH-04:2025-03-23T10:24:12.731808 - 62,,16,114.12375254757669
WFR-02589,LOT-4,Deposition,113.37793193149771,2.9475111371349176,1,EQ-PHOTO-01:2025-01-28T11:05:24.976369 - 22,,16,199.54033978320092
WFR-02590,LOT-1,Deposition,151.88279291114583,2.7294435433905058,0,EQ-ETCH-01:2025-03-11T17:13:30.089233 - 17,,10,165.3467750518765
WFR-02591,LOT-4,Deposition,196.02648818735696,2.84053715106215,2,EQ-PHOTO-09:2025-04-05T20:44:57.205712 - 11,,16,90.63034352496037
WFR-02592,LOT-4,Implantation,177.1148486449431,2.8790450735070663,2,EQ-ETCH-05:2025-03-23T10:00:23.597805 - 98,,7,195.30067690949295
WFR-02593,LOT-4,Etching,171.30160642231468,2.5660119911178207,2,EQ-ETCH-04:2025-03-15T21:25:04.952031 - 64,Overetch,13,114.82661652437984
WFR-02594,LOT-4,Etching,183.5539394723521,3.139645232889816,0,EQ-ETCH-04:2025-01-14T08:47:37.761406 - 75,Overetch,7,67.80839652866726
WFR-02595,LOT-1,Implantation,167.21015408667958,2.417343796548669,1,EQ-ETCH-04:2025-03-14T03:28:43.307338 - 56,,10,115.68186897246767
WFR-02596,LOT-3,Etching,110.93338804821732,3.441411139012926,2,EQ-PHOTO-01:2025-01-04T05:02:43.322956 - 18,,8,95.31578894478146
WFR-02597,LOT-2,Lithography,154.15371697634154,3.146899486577524,1,EQ-ETCH-05:2025-02-20T05:08:10.025032 - 69,,6,149.73374218823972
WFR-02598,LOT-4,Etching,199.3999265421046,,3,EQ-ETCH-08:2025-02-14T18:00:32.382444 - 32,Overetch,14,155.41711772150376
WFR-02599,LOT-4,Etching,200.0,2.4429785331324587,7,EQ-ETCH-08:2025-03-01T22:45:16.287331 - 18,Overetch,12,99.71805500187847
WFR-02600,LOT-2,Etching,175.1745604207415,3.3909932073820483,5,EQ-PHOTO-06:2025-02-25T06:39:27.110464 - 17,Overetch,13,93.7260569830277
WFR-02601,LOT-2,Deposition,122.82397429017954,2.648103371200005,1,EQ-PHOTO-04:2025-03-11T11:13:05.298841 - 13,,17,141.68517095466302
WFR-02602,LOT-3,Deposition,161.4235451403182,3.773668644909669,1,EQ-PHOTO-03:2025-03-14T14:12:24.549680 - 43,,17,147.3731064998773
WFR-02603,LOT-4,Deposition,161.0946638130857,1.9382769428803488,1,EQ-ETCH-07:2025-02-28T19:18:20.213361 - 75,,19,133.23459608986622
WFR-02604,LOT-1,Deposition,167.38313792388982,2.473932612566655,2,EQ-PHOTO-02:2025-01-08T01:21:44.007853 - 71,,13,136.21414236053198
WFR-02605,LOT-2,Etching,172.19006504207758,2.807802671083134,6,EQ-PHOTO-09:2025-02-11T23:54:18.346586 - 44,Overetch,8,146.5797833277132
WFR-02606,LOT-2,Etching,200.0,2.984367774481479,2,EQ-PHOTO-03:2025-01-13T16:47:15.248744 - 48,Overetch,15,158.0179463140779
WFR-02607,LOT-2,Etching,165.7055963033758,,3,EQ-ETCH-06:2025-02-10T22:26:43.666480 - 59,Particle,17,165.68969116467156
WFR-02608,LOT-4,Deposition,151.18716020180634,2.8990431605479583,1,EQ-PHOTO-06:2025-03-21T12:28:58.285975 - 61,,17,161.26059297090623
WFR-02609,LOT-1,Lithography,144.75594917071618,2.839395319415787,0,EQ-PHOTO-06:2025-03-07T10:38:55.805441 - 94,,11,82.63672082207864
WFR-02610,LOT-1,Deposition,151.94850230013336,2.663481133612545,0,EQ-PHOTO-02:2025-02-09T06:21:39.348195 - 96,,6,119.21693916003099
WFR-02611,LOT-3,Etching,168.38462155987202,2.604378014447557,4,EQ-PHOTO-09:2025-04-02T23:09:06.534495 - 27,,9,170.09991404131006
WFR-02612,LOT-4,Lithography,152.44686434972832,2.643545247496605,0,EQ-ETCH-05:2025-02-19T07:47:11.390703 - 16,,6,59.21990772825686
WFR-02613,LOT-1,Etch,165.65308102747318,2.961094158303392,2,EQ-PHOTO-08:2025-03-13T07:02:22.219328 - 90,,14,136.65108095371284
WFR-02614,LOT-4,Lithography,108.5546132920408,2.0768780738552666,1,EQ-PHOTO-09:2025-02-28T02:58:19.400016 - 97,,13,98.77201389234867
